🧘‍♂️ Top 1000 meditative 1989 06 04 14:10 with (stability 6–8, highest (fire+peace)/2):

01. 1992-03-14T13:10 | meditate=true | fire=6 | peace=9.5 | stability=6 | growth=5.60 | avgFirePeace=7.75
454. 1992-10-08T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=7 | growth=8.25 | avgFirePeace=2.00
455. 1992-10-27T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=7 | growth=9.10 | avgFirePeace=2.00
456. 1992-11-04T13:10 | meditate=true | fire=1.5 | peace=2.5 | stability=7 | growth=5.40 | avgFirePeace=2.00
457. 1992-12-18T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=8.40 | avgFirePeace=2.00
458. 1992-12-24T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=8 | growth=7.15 | avgFirePeace=2.00
459. 1993-01-02T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=8.50 | avgFirePeace=2.00
460. 1993-02-16T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=6.00 | avgFirePeace=2.00
461. 1993-03-27T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=8 | growth=7.20 | avgFirePeace=2.00
462. 1993-04-03T13:10 | meditate=true | fire=2 | peace=2 | stability=6 | growth=3.90 | avgFirePeace=2.00
463. 1993-05-31T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=7 | growth=6.75 | avgFirePeace=2.00
464. 1993-06-03T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=7 | growth=5.85 | avgFirePeace=2.00
465. 1993-06-26T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=7.00 | avgFirePeace=2.00
466. 1993-09-29T13:10 | meditate=true | fire=2 | peace=2 | stability=8 | growth=6.00 | avgFirePeace=2.00
467. 1993-10-10T13:10 | meditate=true | fire=2 | peace=2 | stability=7 | growth=7.70 | avgFirePeace=2.00
468. 1994-03-18T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=7 | growth=7.80 | avgFirePeace=2.00
469. 1994-05-13T13:10 | meditate=true | fire=1 | peace=3 | stability=6 | growth=3.00 | avgFirePeace=2.00
470. 1994-05-28T13:10 | meditate=true | fire=3 | peace=1 | stability=8 | growth=6.00 | avgFirePeace=2.00
471. 1994-05-29T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=8 | growth=6.30 | avgFirePeace=2.00
472. 1994-07-14T13:10 | meditate=true | fire=2.5 | peace=1.5 | stability=6 | growth=5.85 | avgFirePeace=2.00
473. 1994-09-28T13:10 | meditate=true | fire=4 | peace=0 | stability=7 | growth=8.40 | avgFirePeace=2.00
474. 1994-10-13T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=7.00 | avgFirePeace=2.00
475. 1994-12-02T13:10 | meditate=true | fire=2 | peace=2 | stability=6 | growth=4.80 | avgFirePeace=2.00
476. 1988-01-15T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=8.45 | avgFirePeace=1.75
477. 1988-10-06T13:10 | meditate=true | fire=0.5 | peace=3 | stability=7 | growth=3.85 | avgFirePeace=1.75
478. 1988-11-08T13:10 | meditate=true | fire=2 | peace=1.5 | stability=7 | growth=5.20 | avgFirePeace=1.75
479. 1988-11-17T13:10 | meditate=true | fire=1 | peace=2.5 | stability=6 | growth=3.30 | avgFirePeace=1.75
480. 1988-11-30T13:10 | meditate=true | fire=1.5 | peace=2 | stability=8 | growth=3.50 | avgFirePeace=1.75
481. 1988-12-31T13:10 | meditate=true | fire=1.5 | peace=2 | stability=7 | growth=4.95 | avgFirePeace=1.75
482. 1989-01-03T13:10 | meditate=true | fire=2 | peace=1.5 | stability=7 | growth=5.20 | avgFirePeace=1.75
483. 1989-02-14T13:10 | meditate=true | fire=0 | peace=3.5 | stability=6 | growth=3.00 | avgFirePeace=1.75
484. 1989-07-12T13:10 | meditate=true | fire=-0.5 | peace=4 | stability=6 | growth=2.80 | avgFirePeace=1.75
485. 1989-07-28T13:10 | meditate=true | fire=1 | peace=2.5 | stability=6 | growth=2.40 | avgFirePeace=1.75
486. 1989-09-17T13:10 | meditate=true | fire=0.5 | peace=3 | stability=7 | growth=3.90 | avgFirePeace=1.75
487. 1989-12-15T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=7.70 | avgFirePeace=1.75
488. 1989-12-18T13:10 | meditate=true | fire=2 | peace=1.5 | stability=7 | growth=5.20 | avgFirePeace=1.75
489. 1989-12-24T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=5.60 | avgFirePeace=1.75
490. 1989-12-27T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.20 | avgFirePeace=1.75
491. 1990-03-29T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=6.75 | avgFirePeace=1.75
492. 1991-02-28T13:10 | meditate=true | fire=3 | peace=0.5 | stability=8 | growth=6.50 | avgFirePeace=1.75
493. 1991-06-12T13:10 | meditate=true | fire=3.5 | peace=0 | stability=8 | growth=7.70 | avgFirePeace=1.75
494. 1991-06-15T13:10 | meditate=true | fire=4 | peace=-0.5 | stability=7 | growth=8.00 | avgFirePeace=1.75
495. 1992-01-28T13:10 | meditate=true | fire=3 | peace=0.5 | stability=6 | growth=6.50 | avgFirePeace=1.75
496. 1992-02-15T13:10 | meditate=true | fire=2.5 | peace=1 | stability=7 | growth=6.30 | avgFirePeace=1.75
497. 1992-02-24T13:10 | meditate=true | fire=2 | peace=1.5 | stability=7 | growth=6.60 | avgFirePeace=1.75
498. 1992-02-25T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.70 | avgFirePeace=1.75
499. 1992-04-06T13:10 | meditate=true | fire=2 | peace=1.5 | stability=7 | growth=5.20 | avgFirePeace=1.75
500. 1992-05-27T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=8.45 | avgFirePeace=1.75
501. 1992-09-19T13:10 | meditate=true | fire=4 | peace=-0.5 | stability=7 | growth=9.00 | avgFirePeace=1.75
502. 1993-01-05T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=8.40 | avgFirePeace=1.75
503. 1993-01-07T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.50 | avgFirePeace=1.75
504. 1993-01-29T13:10 | meditate=true | fire=2.5 | peace=1 | stability=7 | growth=7.15 | avgFirePeace=1.75
505. 1993-01-30T13:10 | meditate=true | fire=2.5 | peace=1 | stability=7 | growth=7.15 | avgFirePeace=1.75
506. 1993-03-18T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=6.75 | avgFirePeace=1.75
507. 1993-03-21T13:10 | meditate=true | fire=2 | peace=1.5 | stability=7 | growth=5.20 | avgFirePeace=1.75
508. 1993-03-23T13:10 | meditate=true | fire=2 | peace=1.5 | stability=6 | growth=6.00 | avgFirePeace=1.75
509. 1993-04-02T13:10 | meditate=true | fire=2 | peace=1.5 | stability=7 | growth=6.00 | avgFirePeace=1.75
510. 1993-04-15T13:10 | meditate=true | fire=3 | peace=0.5 | stability=8 | growth=7.50 | avgFirePeace=1.75
511. 1993-05-23T13:10 | meditate=true | fire=1.5 | peace=2 | stability=7 | growth=5.85 | avgFirePeace=1.75
512. 1993-05-25T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.50 | avgFirePeace=1.75
513. 1993-09-28T13:10 | meditate=true | fire=1.5 | peace=2 | stability=8 | growth=5.50 | avgFirePeace=1.75
514. 1994-02-25T13:10 | meditate=true | fire=1.5 | peace=2 | stability=7 | growth=3.25 | avgFirePeace=1.75
515. 1994-02-26T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=5.60 | avgFirePeace=1.75
516. 1994-05-30T13:10 | meditate=true | fire=2.5 | peace=1 | stability=8 | growth=5.40 | avgFirePeace=1.75
517. 1994-05-31T13:10 | meditate=true | fire=2.5 | peace=1 | stability=7 | growth=4.55 | avgFirePeace=1.75
518. 1994-06-01T13:10 | meditate=true | fire=2.5 | peace=1 | stability=7 | growth=4.55 | avgFirePeace=1.75
519. 1994-06-02T13:10 | meditate=true | fire=2 | peace=1.5 | stability=7 | growth=3.60 | avgFirePeace=1.75
520. 1994-08-20T13:10 | meditate=true | fire=1 | peace=2.5 | stability=7 | growth=3.30 | avgFirePeace=1.75
521. 1994-08-23T13:10 | meditate=true | fire=1 | peace=2.5 | stability=8 | growth=6.00 | avgFirePeace=1.75
522. 1994-10-06T13:10 | meditate=true | fire=2.5 | peace=1 | stability=8 | growth=6.30 | avgFirePeace=1.75
523. 1994-12-13T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.20 | avgFirePeace=1.75
524. 1988-02-15T13:10 | meditate=true | fire=4 | peace=-1 | stability=7 | growth=8.50 | avgFirePeace=1.50
525. 1988-02-18T13:10 | meditate=true | fire=2 | peace=1 | stability=6 | growth=7.70 | avgFirePeace=1.50
526. 1988-07-05T13:10 | meditate=true | fire=0.5 | peace=2.5 | stability=7 | growth=5.50 | avgFirePeace=1.50
527. 1988-07-06T13:10 | meditate=true | fire=0 | peace=3 | stability=7 | growth=6.40 | avgFirePeace=1.50
528. 1988-07-09T13:10 | meditate=true | fire=1 | peace=2 | stability=6 | growth=6.00 | avgFirePeace=1.50
529. 1988-10-10T13:10 | meditate=true | fire=1 | peace=2 | stability=6 | growth=3.60 | avgFirePeace=1.50
530. 1988-10-13T13:10 | meditate=true | fire=0.5 | peace=2.5 | stability=7 | growth=3.50 | avgFirePeace=1.50
531. 1988-10-26T13:10 | meditate=true | fire=2 | peace=1 | stability=7 | growth=7.20 | avgFirePeace=1.50
532. 1988-12-28T13:10 | meditate=true | fire=2 | peace=1 | stability=8 | growth=2.80 | avgFirePeace=1.50
533. 1989-01-04T13:10 | meditate=true | fire=1 | peace=2 | stability=7 | growth=5.40 | avgFirePeace=1.50
534. 1989-01-26T13:10 | meditate=true | fire=1 | peace=2 | stability=6 | growth=4.40 | avgFirePeace=1.50
535. 1989-07-26T13:10 | meditate=true | fire=1.5 | peace=1.5 | stability=6 | growth=2.25 | avgFirePeace=1.50
536. 1989-08-23T13:10 | meditate=true | fire=-0.5 | peace=3.5 | stability=6 | growth=2.45 | avgFirePeace=1.50
537. 1989-12-28T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
538. 1989-12-29T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
539. 1989-12-30T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
540. 1990-02-26T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=6.00 | avgFirePeace=1.50
541. 1990-06-22T13:10 | meditate=true | fire=2 | peace=1 | stability=7 | growth=4.80 | avgFirePeace=1.50
542. 1990-09-26T13:10 | meditate=true | fire=3 | peace=0 | stability=6 | growth=8.00 | avgFirePeace=1.50
543. 1990-12-22T13:10 | meditate=true | fire=4 | peace=-1 | stability=7 | growth=7.20 | avgFirePeace=1.50
544. 1990-12-28T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=7.80 | avgFirePeace=1.50
545. 1990-12-29T13:10 | meditate=true | fire=4 | peace=-1 | stability=7 | growth=9.60 | avgFirePeace=1.50
546. 1990-12-30T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
547. 1991-01-01T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=8 | growth=8.25 | avgFirePeace=1.50
548. 1991-02-18T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=7.70 | avgFirePeace=1.50
549. 1991-03-03T13:10 | meditate=true | fire=1.5 | peace=1.5 | stability=8 | growth=5.40 | avgFirePeace=1.50
550. 1991-03-21T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=6 | growth=8.10 | avgFirePeace=1.50
551. 1991-03-22T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=6.80 | avgFirePeace=1.50
552. 1991-05-31T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=8 | growth=6.75 | avgFirePeace=1.50
553. 1991-06-14T13:10 | meditate=true | fire=3 | peace=0 | stability=6 | growth=7.80 | avgFirePeace=1.50
554. 1991-10-12T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=7.20 | avgFirePeace=1.50
555. 1991-11-21T13:10 | meditate=true | fire=2 | peace=1 | stability=8 | growth=4.80 | avgFirePeace=1.50
556. 1992-01-17T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=6.60 | avgFirePeace=1.50
557. 1992-01-19T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=8 | growth=6.60 | avgFirePeace=1.50
558. 1992-02-05T13:10 | meditate=true | fire=3 | peace=0 | stability=6 | growth=7.00 | avgFirePeace=1.50
559. 1992-02-22T13:10 | meditate=true | fire=1 | peace=2 | stability=7 | growth=6.60 | avgFirePeace=1.50
560. 1992-02-27T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=7.50 | avgFirePeace=1.50
561. 1992-05-03T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=6 | growth=5.60 | avgFirePeace=1.50
562. 1992-05-19T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=7.00 | avgFirePeace=1.50
563. 1992-06-22T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=7.00 | avgFirePeace=1.50
564. 1992-10-16T13:10 | meditate=true | fire=1 | peace=2 | stability=7 | growth=6.00 | avgFirePeace=1.50
565. 1992-12-22T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=7.20 | avgFirePeace=1.50
566. 1993-01-13T13:10 | meditate=true | fire=2 | peace=1 | stability=7 | growth=6.50 | avgFirePeace=1.50
567. 1993-01-28T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=7.80 | avgFirePeace=1.50
568. 1993-02-02T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=7.70 | avgFirePeace=1.50
569. 1993-02-03T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=8.00 | avgFirePeace=1.50
570. 1993-02-28T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=7.20 | avgFirePeace=1.50
571. 1993-04-16T13:10 | meditate=true | fire=3 | peace=0 | stability=8 | growth=8.00 | avgFirePeace=1.50
572. 1993-05-06T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=8.00 | avgFirePeace=1.50
573. 1993-05-28T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=7.70 | avgFirePeace=1.50
574. 1993-08-30T13:10 | meditate=true | fire=1.5 | peace=1.5 | stability=7 | growth=5.40 | avgFirePeace=1.50
575. 1993-12-31T13:10 | meditate=true | fire=1.5 | peace=1.5 | stability=7 | growth=5.40 | avgFirePeace=1.50
576. 1994-03-17T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=6 | growth=6.60 | avgFirePeace=1.50
577. 1994-05-20T13:10 | meditate=true | fire=1.5 | peace=1.5 | stability=7 | growth=3.00 | avgFirePeace=1.50
578. 1994-06-25T13:10 | meditate=true | fire=4 | peace=-1 | stability=7 | growth=7.50 | avgFirePeace=1.50
579. 1994-06-28T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=6.30 | avgFirePeace=1.50
580. 1994-09-01T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=8 | growth=8.25 | avgFirePeace=1.50
581. 1994-12-03T13:10 | meditate=true | fire=2.5 | peace=0.5 | stability=7 | growth=5.85 | avgFirePeace=1.50
582. 1994-12-14T13:10 | meditate=true | fire=2 | peace=1 | stability=7 | growth=5.50 | avgFirePeace=1.50
583. 1988-01-30T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=7 | growth=10.50 | avgFirePeace=1.25
584. 1988-02-24T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.80 | avgFirePeace=1.25
585. 1988-02-27T13:10 | meditate=true | fire=4 | peace=-1.5 | stability=7 | growth=11.20 | avgFirePeace=1.25
586. 1988-02-29T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
587. 1988-03-06T13:10 | meditate=true | fire=1.5 | peace=1 | stability=6 | growth=6.60 | avgFirePeace=1.25
588. 1988-03-25T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
589. 1988-04-02T13:10 | meditate=true | fire=4 | peace=-1.5 | stability=6 | growth=9.00 | avgFirePeace=1.25
590. 1988-07-08T13:10 | meditate=true | fire=1 | peace=1.5 | stability=6 | growth=6.50 | avgFirePeace=1.25
591. 1988-10-27T13:10 | meditate=true | fire=1 | peace=1.5 | stability=7 | growth=6.30 | avgFirePeace=1.25
592. 1989-01-19T13:10 | meditate=true | fire=0.5 | peace=2 | stability=6 | growth=3.85 | avgFirePeace=1.25
593. 1989-01-31T13:10 | meditate=true | fire=0.5 | peace=2 | stability=6 | growth=4.50 | avgFirePeace=1.25
594. 1989-02-19T13:10 | meditate=true | fire=0 | peace=2.5 | stability=7 | growth=4.00 | avgFirePeace=1.25
595. 1989-04-03T13:10 | meditate=true | fire=1 | peace=1.5 | stability=6 | growth=4.00 | avgFirePeace=1.25
596. 1989-07-27T13:10 | meditate=true | fire=1 | peace=1.5 | stability=6 | growth=2.40 | avgFirePeace=1.25
597. 1989-09-26T13:10 | meditate=true | fire=1.5 | peace=1 | stability=6 | growth=3.25 | avgFirePeace=1.25
598. 1990-07-02T13:10 | meditate=true | fire=2 | peace=0.5 | stability=7 | growth=6.00 | avgFirePeace=1.25
599. 1990-07-09T13:10 | meditate=true | fire=2 | peace=0.5 | stability=6 | growth=4.80 | avgFirePeace=1.25
600. 1990-11-01T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=6 | growth=6.40 | avgFirePeace=1.25
601. 1990-11-04T13:10 | meditate=true | fire=2 | peace=0.5 | stability=6 | growth=7.00 | avgFirePeace=1.25
602. 1991-02-26T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.20 | avgFirePeace=1.25
603. 1991-04-01T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=8 | growth=8.80 | avgFirePeace=1.25
604. 1991-05-18T13:10 | meditate=true | fire=2.5 | peace=0 | stability=6 | growth=6.30 | avgFirePeace=1.25
605. 1991-06-17T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=6 | growth=6.40 | avgFirePeace=1.25
606. 1992-01-16T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.15 | avgFirePeace=1.25
607. 1992-01-30T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.15 | avgFirePeace=1.25
608. 1992-02-04T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=6 | growth=7.50 | avgFirePeace=1.25
609. 1992-02-07T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
610. 1992-04-17T13:10 | meditate=true | fire=1.5 | peace=1 | stability=7 | growth=6.60 | avgFirePeace=1.25
611. 1992-05-14T13:10 | meditate=true | fire=2 | peace=0.5 | stability=7 | growth=7.00 | avgFirePeace=1.25
612. 1992-06-17T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=6 | growth=7.65 | avgFirePeace=1.25
613. 1992-09-24T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=8 | growth=9.75 | avgFirePeace=1.25
614. 1993-01-03T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.50 | avgFirePeace=1.25
615. 1993-01-04T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=8 | growth=9.75 | avgFirePeace=1.25
616. 1993-01-06T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=7 | growth=8.80 | avgFirePeace=1.25
617. 1993-02-01T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=7.50 | avgFirePeace=1.25
618. 1993-02-14T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=6.30 | avgFirePeace=1.25
619. 1993-02-15T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=5.25 | avgFirePeace=1.25
620. 1993-02-20T13:10 | meditate=true | fire=2.5 | peace=0 | stability=7 | growth=7.15 | avgFirePeace=1.25
621. 1993-03-05T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=7.20 | avgFirePeace=1.25
622. 1993-08-04T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=7.50 | avgFirePeace=1.25
623. 1993-12-14T13:10 | meditate=true | fire=2 | peace=0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
624. 1994-04-02T13:10 | meditate=true | fire=1.5 | peace=1 | stability=7 | growth=6.60 | avgFirePeace=1.25
625. 1994-05-21T13:10 | meditate=true | fire=1.5 | peace=1 | stability=6 | growth=4.20 | avgFirePeace=1.25
626. 1994-08-05T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
627. 1994-08-31T13:10 | meditate=true | fire=2.5 | peace=0 | stability=8 | growth=7.15 | avgFirePeace=1.25
628. 1994-10-07T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=8 | growth=7.50 | avgFirePeace=1.25
629. 1994-10-24T13:10 | meditate=true | fire=1.5 | peace=1 | stability=7 | growth=6.60 | avgFirePeace=1.25
630. 1988-01-04T13:10 | meditate=true | fire=3 | peace=-1 | stability=6 | growth=9.00 | avgFirePeace=1.00
631. 1988-01-19T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=8 | growth=10.40 | avgFirePeace=1.00
632. 1988-02-17T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=7.00 | avgFirePeace=1.00
633. 1988-02-21T13:10 | meditate=true | fire=1.5 | peace=0.5 | stability=7 | growth=8.25 | avgFirePeace=1.00
634. 1988-03-02T13:10 | meditate=true | fire=1 | peace=1 | stability=6 | growth=4.40 | avgFirePeace=1.00
635. 1988-03-26T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=9.00 | avgFirePeace=1.00
636. 1989-01-13T13:10 | meditate=true | fire=0.5 | peace=1.5 | stability=6 | growth=3.25 | avgFirePeace=1.00
637. 1989-01-24T13:10 | meditate=true | fire=0.5 | peace=1.5 | stability=6 | growth=4.95 | avgFirePeace=1.00
638. 1989-01-25T13:10 | meditate=true | fire=0.5 | peace=1.5 | stability=6 | growth=4.95 | avgFirePeace=1.00
639. 1989-02-23T13:10 | meditate=true | fire=1.5 | peace=0.5 | stability=8 | growth=6.05 | avgFirePeace=1.00
640. 1989-03-27T13:10 | meditate=true | fire=1.5 | peace=0.5 | stability=8 | growth=6.05 | avgFirePeace=1.00
641. 1989-03-28T13:10 | meditate=true | fire=1.5 | peace=0.5 | stability=8 | growth=4.50 | avgFirePeace=1.00
642. 1990-04-14T13:10 | meditate=true | fire=2 | peace=0 | stability=6 | growth=4.50 | avgFirePeace=1.00
643. 1990-04-24T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=6 | growth=9.35 | avgFirePeace=1.00
644. 1990-04-27T13:10 | meditate=true | fire=3 | peace=-1 | stability=6 | growth=6.80 | avgFirePeace=1.00
645. 1990-06-21T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=5.85 | avgFirePeace=1.00
646. 1990-06-29T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=7.00 | avgFirePeace=1.00
647. 1990-07-03T13:10 | meditate=true | fire=2 | peace=0 | stability=7 | growth=6.50 | avgFirePeace=1.00
648. 1990-07-19T13:10 | meditate=true | fire=1 | peace=1 | stability=6 | growth=5.20 | avgFirePeace=1.00
649. 1990-10-07T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=6.00 | avgFirePeace=1.00
650. 1990-10-19T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=6 | growth=6.75 | avgFirePeace=1.00
651. 1990-11-02T13:10 | meditate=true | fire=3 | peace=-1 | stability=6 | growth=6.80 | avgFirePeace=1.00
652. 1990-11-03T13:10 | meditate=true | fire=3 | peace=-1 | stability=6 | growth=6.80 | avgFirePeace=1.00
653. 1990-12-17T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=7.70 | avgFirePeace=1.00
654. 1991-03-07T13:10 | meditate=true | fire=1.5 | peace=0.5 | stability=8 | growth=7.15 | avgFirePeace=1.00
655. 1991-03-20T13:10 | meditate=true | fire=1.5 | peace=0.5 | stability=7 | growth=6.30 | avgFirePeace=1.00
656. 1991-04-02T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=8.00 | avgFirePeace=1.00
657. 1991-10-08T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=6.75 | avgFirePeace=1.00
658. 1991-11-20T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=6.00 | avgFirePeace=1.00
659. 1992-01-10T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=7.80 | avgFirePeace=1.00
660. 1992-04-08T13:10 | meditate=true | fire=1 | peace=1 | stability=8 | growth=4.40 | avgFirePeace=1.00
661. 1992-06-18T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=6 | growth=8.10 | avgFirePeace=1.00
662. 1992-06-23T13:10 | meditate=true | fire=3 | peace=-1 | stability=8 | growth=6.00 | avgFirePeace=1.00
663. 1992-09-26T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=8 | growth=10.40 | avgFirePeace=1.00
664. 1992-10-14T13:10 | meditate=true | fire=1 | peace=1 | stability=7 | growth=6.60 | avgFirePeace=1.00
665. 1992-12-25T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=6.75 | avgFirePeace=1.00
666. 1993-01-16T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=8.80 | avgFirePeace=1.00
667. 1993-02-18T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=7.70 | avgFirePeace=1.00
668. 1993-02-19T13:10 | meditate=true | fire=2 | peace=0 | stability=7 | growth=7.20 | avgFirePeace=1.00
669. 1993-03-19T13:10 | meditate=true | fire=2 | peace=0 | stability=7 | growth=5.60 | avgFirePeace=1.00
670. 1993-03-25T13:10 | meditate=true | fire=2 | peace=0 | stability=7 | growth=5.10 | avgFirePeace=1.00
671. 1993-03-31T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=5.60 | avgFirePeace=1.00
672. 1993-04-11T13:10 | meditate=true | fire=2 | peace=0 | stability=8 | growth=6.50 | avgFirePeace=1.00
673. 1993-05-04T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=8.80 | avgFirePeace=1.00
674. 1993-05-24T13:10 | meditate=true | fire=1.5 | peace=0.5 | stability=7 | growth=6.30 | avgFirePeace=1.00
675. 1993-07-08T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=8 | growth=6.75 | avgFirePeace=1.00
676. 1993-07-18T13:10 | meditate=true | fire=2.5 | peace=-0.5 | stability=7 | growth=5.60 | avgFirePeace=1.00
677. 1993-08-07T13:10 | meditate=true | fire=3 | peace=-1 | stability=8 | growth=9.00 | avgFirePeace=1.00
678. 1993-08-11T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=8 | growth=10.40 | avgFirePeace=1.00
679. 1993-12-05T13:10 | meditate=true | fire=1.5 | peace=0.5 | stability=7 | growth=7.15 | avgFirePeace=1.00
