🧘‍♂️ Top 1000 pairs with 1989 06 04 14:10 (stability 6–8, highest (fire+peace)/2):

01. 1990-06-12T13:10 | meditate=true | fire=7.5 | peace=5.5 | stability=8 | growth=10.20 | avgFirePeace=6.50
454. 1988-12-14T13:10 | meditate=true | fire=3.5 | peace=5.5 | stability=6 | growth=4.95 | avgFirePeace=4.50
455. 1988-12-17T13:10 | meditate=true | fire=3.5 | peace=4 | stability=8 | growth=5.50 | avgFirePeace=3.75
456. 1988-12-20T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=6 | growth=5.40 | avgFirePeace=3.50
457. 1988-12-21T13:10 | meditate=true | fire=3.5 | peace=4 | stability=6 | growth=4.95 | avgFirePeace=3.75
458. 1989-03-08T13:10 | meditate=false | fire=3.5 | peace=4.5 | stability=8 | growth=4.50 | avgFirePeace=4.00
459. 1989-03-10T13:10 | meditate=false | fire=3.5 | peace=6.5 | stability=8 | growth=3.60 | avgFirePeace=5.00
460. 1989-03-30T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=8 | growth=4.95 | avgFirePeace=3.50
461. 1989-05-08T13:10 | meditate=false | fire=3.5 | peace=2.5 | stability=7 | growth=4.55 | avgFirePeace=3.00
462. 1989-07-30T13:10 | meditate=false | fire=3.5 | peace=6 | stability=8 | growth=3.50 | avgFirePeace=4.75
463. 1989-07-31T13:10 | meditate=false | fire=3.5 | peace=8.5 | stability=8 | growth=3.60 | avgFirePeace=6.00
464. 1989-08-02T13:10 | meditate=false | fire=3.5 | peace=6.5 | stability=8 | growth=4.50 | avgFirePeace=5.00
465. 1989-09-11T13:10 | meditate=false | fire=3.5 | peace=3.5 | stability=8 | growth=5.40 | avgFirePeace=3.50
466. 1989-09-28T13:10 | meditate=false | fire=3.5 | peace=5.5 | stability=8 | growth=4.50 | avgFirePeace=4.50
467. 1989-09-30T13:10 | meditate=true | fire=3.5 | peace=6.5 | stability=7 | growth=4.50 | avgFirePeace=5.00
468. 1989-10-01T13:10 | meditate=true | fire=3.5 | peace=4 | stability=7 | growth=4.95 | avgFirePeace=3.75
469. 1989-10-03T13:10 | meditate=true | fire=3.5 | peace=5.5 | stability=7 | growth=4.50 | avgFirePeace=4.50
470. 1989-10-04T13:10 | meditate=true | fire=3.5 | peace=5.5 | stability=6 | growth=4.50 | avgFirePeace=4.50
471. 1989-11-04T13:10 | meditate=false | fire=3.5 | peace=6.5 | stability=8 | growth=3.85 | avgFirePeace=5.00
472. 1989-11-18T13:10 | meditate=false | fire=3.5 | peace=4.5 | stability=8 | growth=4.95 | avgFirePeace=4.00
473. 1989-12-15T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=7.70 | avgFirePeace=1.75
474. 1989-12-16T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=6 | growth=6.30 | avgFirePeace=2.50
475. 1989-12-17T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=6 | growth=6.30 | avgFirePeace=2.50
476. 1989-12-25T13:10 | meditate=true | fire=3.5 | peace=1 | stability=7 | growth=5.85 | avgFirePeace=2.25
477. 1989-12-28T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
478. 1989-12-29T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
479. 1989-12-30T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
480. 1990-01-05T13:10 | meditate=false | fire=3.5 | peace=-0.5 | stability=8 | growth=10.40 | avgFirePeace=1.50
481. 1990-01-25T13:10 | meditate=false | fire=3.5 | peace=-0.5 | stability=8 | growth=8.25 | avgFirePeace=1.50
482. 1990-01-30T13:10 | meditate=false | fire=3.5 | peace=2 | stability=7 | growth=6.60 | avgFirePeace=2.75
483. 1990-02-04T13:10 | meditate=false | fire=3.5 | peace=-2 | stability=8 | growth=6.30 | avgFirePeace=0.75
484. 1990-02-12T13:10 | meditate=false | fire=3.5 | peace=0 | stability=7 | growth=5.60 | avgFirePeace=1.75
485. 1990-02-15T13:10 | meditate=false | fire=3.5 | peace=4 | stability=8 | growth=4.95 | avgFirePeace=3.75
486. 1990-03-11T13:10 | meditate=false | fire=3.5 | peace=-0.5 | stability=7 | growth=5.95 | avgFirePeace=1.50
487. 1990-03-29T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=6.75 | avgFirePeace=1.75
488. 1990-03-30T13:10 | meditate=true | fire=3.5 | peace=1 | stability=6 | growth=6.75 | avgFirePeace=2.25
489. 1990-04-24T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=6 | growth=9.35 | avgFirePeace=1.00
490. 1990-05-17T13:10 | meditate=false | fire=3.5 | peace=3 | stability=8 | growth=5.50 | avgFirePeace=3.25
491. 1990-06-26T13:10 | meditate=false | fire=3.5 | peace=0 | stability=8 | growth=6.75 | avgFirePeace=1.75
492. 1990-06-27T13:10 | meditate=true | fire=3.5 | peace=-2 | stability=8 | growth=7.65 | avgFirePeace=0.75
493. 1990-06-28T13:10 | meditate=false | fire=3.5 | peace=-2 | stability=8 | growth=7.65 | avgFirePeace=0.75
494. 1990-07-26T13:10 | meditate=false | fire=3.5 | peace=2 | stability=8 | growth=6.60 | avgFirePeace=2.75
495. 1990-07-30T13:10 | meditate=false | fire=3.5 | peace=5.5 | stability=7 | growth=4.95 | avgFirePeace=4.50
496. 1990-08-23T13:10 | meditate=false | fire=3.5 | peace=0 | stability=8 | growth=8.45 | avgFirePeace=1.75
497. 1990-09-04T13:10 | meditate=false | fire=3.5 | peace=4 | stability=8 | growth=5.85 | avgFirePeace=3.75
498. 1990-09-22T13:10 | meditate=false | fire=3.5 | peace=1.5 | stability=8 | growth=6.30 | avgFirePeace=2.50
499. 1990-09-23T13:10 | meditate=false | fire=3.5 | peace=-0.5 | stability=8 | growth=7.20 | avgFirePeace=1.50
500. 1990-11-12T13:10 | meditate=false | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
501. 1990-12-08T13:10 | meditate=false | fire=3.5 | peace=3 | stability=8 | growth=6.60 | avgFirePeace=3.25
502. 1990-12-14T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=7 | growth=7.15 | avgFirePeace=2.50
503. 1990-12-15T13:10 | meditate=false | fire=3.5 | peace=-0.5 | stability=8 | growth=8.25 | avgFirePeace=1.50
504. 1990-12-27T13:10 | meditate=false | fire=3.5 | peace=-0.5 | stability=8 | growth=8.25 | avgFirePeace=1.50
505. 1990-12-30T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=8.25 | avgFirePeace=1.50
506. 1990-12-31T13:10 | meditate=true | fire=3.5 | peace=-2.5 | stability=8 | growth=9.35 | avgFirePeace=0.50
507. 1991-01-01T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=8 | growth=8.25 | avgFirePeace=1.50
508. 1991-03-06T13:10 | meditate=true | fire=3.5 | peace=4.5 | stability=8 | growth=6.50 | avgFirePeace=4.00
509. 1991-03-14T13:10 | meditate=true | fire=3.5 | peace=2 | stability=6 | growth=7.70 | avgFirePeace=2.75
510. 1991-03-15T13:10 | meditate=true | fire=3.5 | peace=2.5 | stability=6 | growth=7.15 | avgFirePeace=3.00
511. 1991-03-18T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=6 | growth=8.25 | avgFirePeace=2.00
512. 1991-03-21T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=6 | growth=8.10 | avgFirePeace=1.50
513. 1991-04-01T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=8 | growth=8.80 | avgFirePeace=1.25
514. 1991-06-04T13:10 | meditate=true | fire=3.5 | peace=2 | stability=6 | growth=4.90 | avgFirePeace=2.75
515. 1991-06-12T13:10 | meditate=true | fire=3.5 | peace=0 | stability=8 | growth=7.70 | avgFirePeace=1.75
516. 1991-06-25T13:10 | meditate=false | fire=3.5 | peace=1 | stability=8 | growth=7.15 | avgFirePeace=2.25
517. 1991-08-02T13:10 | meditate=false | fire=3.5 | peace=2 | stability=8 | growth=7.70 | avgFirePeace=2.75
518. 1991-08-03T13:10 | meditate=false | fire=3.5 | peace=6 | stability=8 | growth=5.50 | avgFirePeace=4.75
519. 1991-08-04T13:10 | meditate=false | fire=3.5 | peace=1.5 | stability=8 | growth=6.30 | avgFirePeace=2.50
520. 1991-08-06T13:10 | meditate=false | fire=3.5 | peace=1 | stability=8 | growth=7.70 | avgFirePeace=2.25
521. 1991-08-09T13:10 | meditate=false | fire=3.5 | peace=1.5 | stability=8 | growth=7.80 | avgFirePeace=2.50
522. 1991-08-11T13:10 | meditate=false | fire=3.5 | peace=3.5 | stability=8 | growth=6.50 | avgFirePeace=3.50
523. 1991-08-28T13:10 | meditate=false | fire=3.5 | peace=1 | stability=8 | growth=6.75 | avgFirePeace=2.25
524. 1991-09-02T13:10 | meditate=false | fire=3.5 | peace=1 | stability=8 | growth=4.90 | avgFirePeace=2.25
525. 1991-09-20T13:10 | meditate=false | fire=3.5 | peace=0 | stability=8 | growth=7.70 | avgFirePeace=1.75
526. 1991-09-26T13:10 | meditate=false | fire=3.5 | peace=-2 | stability=7 | growth=7.65 | avgFirePeace=0.75
527. 1991-09-28T13:10 | meditate=false | fire=3.5 | peace=0.5 | stability=8 | growth=7.15 | avgFirePeace=2.00
528. 1991-10-12T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=7.20 | avgFirePeace=1.50
529. 1991-10-21T13:10 | meditate=true | fire=3.5 | peace=1 | stability=7 | growth=7.70 | avgFirePeace=2.25
530. 1991-12-31T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=6.60 | avgFirePeace=3.25
531. 1992-02-11T13:10 | meditate=false | fire=3.5 | peace=1 | stability=8 | growth=6.60 | avgFirePeace=2.25
532. 1992-02-14T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=5.85 | avgFirePeace=3.25
533. 1992-04-03T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=6 | growth=9.75 | avgFirePeace=2.00
534. 1992-04-18T13:10 | meditate=false | fire=3.5 | peace=2.5 | stability=8 | growth=7.15 | avgFirePeace=3.00
535. 1992-04-20T13:10 | meditate=false | fire=3.5 | peace=-2 | stability=8 | growth=8.80 | avgFirePeace=0.75
536. 1992-04-26T13:10 | meditate=true | fire=3.5 | peace=1 | stability=7 | growth=7.70 | avgFirePeace=2.25
537. 1992-05-15T13:10 | meditate=true | fire=3.5 | peace=2 | stability=7 | growth=6.75 | avgFirePeace=2.75
538. 1992-05-20T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=6.60 | avgFirePeace=3.25
539. 1992-05-24T13:10 | meditate=true | fire=3.5 | peace=3 | stability=6 | growth=7.15 | avgFirePeace=3.25
540. 1992-05-25T13:10 | meditate=true | fire=3.5 | peace=2 | stability=6 | growth=7.15 | avgFirePeace=2.75
541. 1992-05-27T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=8.45 | avgFirePeace=1.75
542. 1992-06-05T13:10 | meditate=false | fire=3.5 | peace=0 | stability=7 | growth=6.75 | avgFirePeace=1.75
543. 1992-06-17T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=6 | growth=7.65 | avgFirePeace=1.25
544. 1992-06-18T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=6 | growth=8.10 | avgFirePeace=1.00
545. 1992-08-13T13:10 | meditate=false | fire=3.5 | peace=1 | stability=7 | growth=7.70 | avgFirePeace=2.25
546. 1992-09-06T13:10 | meditate=true | fire=3.5 | peace=4 | stability=7 | growth=4.95 | avgFirePeace=3.75
547. 1992-09-24T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=8 | growth=9.75 | avgFirePeace=1.25
548. 1992-09-26T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=8 | growth=10.40 | avgFirePeace=1.00
549. 1992-10-08T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=7 | growth=8.25 | avgFirePeace=2.00
550. 1992-10-27T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=7 | growth=9.10 | avgFirePeace=2.00
551. 1992-11-06T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.50
552. 1992-11-07T13:10 | meditate=true | fire=3.5 | peace=2 | stability=7 | growth=6.75 | avgFirePeace=2.75
553. 1992-12-06T13:10 | meditate=true | fire=3.5 | peace=4.5 | stability=8 | growth=6.05 | avgFirePeace=4.00
554. 1992-12-22T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=7.20 | avgFirePeace=1.50
555. 1992-12-24T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=8 | growth=7.15 | avgFirePeace=2.00
556. 1992-12-27T13:10 | meditate=true | fire=3.5 | peace=1.5 | stability=8 | growth=7.80 | avgFirePeace=2.50
557. 1993-01-04T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=8 | growth=9.75 | avgFirePeace=1.25
558. 1993-01-06T13:10 | meditate=true | fire=3.5 | peace=-1 | stability=7 | growth=8.80 | avgFirePeace=1.25
559. 1993-02-28T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=7.20 | avgFirePeace=1.50
560. 1993-03-07T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=5.85 | avgFirePeace=3.25
561. 1993-03-18T13:10 | meditate=true | fire=3.5 | peace=0 | stability=7 | growth=6.75 | avgFirePeace=1.75
562. 1993-03-27T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=8 | growth=7.20 | avgFirePeace=2.00
563. 1993-04-06T13:10 | meditate=true | fire=3.5 | peace=2.5 | stability=8 | growth=6.30 | avgFirePeace=3.00
564. 1993-04-18T13:10 | meditate=true | fire=3.5 | peace=1 | stability=8 | growth=7.70 | avgFirePeace=2.25
565. 1993-05-16T13:10 | meditate=true | fire=3.5 | peace=2 | stability=6 | growth=5.60 | avgFirePeace=2.75
566. 1993-05-17T13:10 | meditate=true | fire=3.5 | peace=4.5 | stability=6 | growth=4.55 | avgFirePeace=4.00
567. 1993-05-20T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=7 | growth=7.15 | avgFirePeace=3.50
568. 1993-05-21T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=7 | growth=7.15 | avgFirePeace=3.50
569. 1993-08-11T13:10 | meditate=true | fire=3.5 | peace=-1.5 | stability=8 | growth=10.40 | avgFirePeace=1.00
570. 1993-08-15T13:10 | meditate=false | fire=3.5 | peace=2.5 | stability=8 | growth=7.15 | avgFirePeace=3.00
571. 1993-08-19T13:10 | meditate=false | fire=3.5 | peace=-2 | stability=8 | growth=8.55 | avgFirePeace=0.75
572. 1993-09-30T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=8 | growth=6.05 | avgFirePeace=3.50
573. 1993-10-02T13:10 | meditate=true | fire=3.5 | peace=4 | stability=8 | growth=7.50 | avgFirePeace=3.75
574. 1994-02-27T13:10 | meditate=true | fire=3.5 | peace=2 | stability=7 | growth=6.60 | avgFirePeace=2.75
575. 1994-02-28T13:10 | meditate=true | fire=3.5 | peace=2.5 | stability=7 | growth=5.40 | avgFirePeace=3.00
576. 1994-03-04T13:10 | meditate=true | fire=3.5 | peace=4.5 | stability=7 | growth=4.50 | avgFirePeace=4.00
577. 1994-03-18T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=7 | growth=7.80 | avgFirePeace=2.00
578. 1994-03-29T13:10 | meditate=false | fire=3.5 | peace=3 | stability=8 | growth=5.50 | avgFirePeace=3.25
579. 1994-03-31T13:10 | meditate=false | fire=3.5 | peace=4.5 | stability=8 | growth=6.05 | avgFirePeace=4.00
580. 1994-05-29T13:10 | meditate=true | fire=3.5 | peace=0.5 | stability=8 | growth=6.30 | avgFirePeace=2.00
581. 1994-06-13T13:10 | meditate=true | fire=3.5 | peace=3.5 | stability=8 | growth=6.50 | avgFirePeace=3.50
582. 1994-06-17T13:10 | meditate=true | fire=3.5 | peace=2 | stability=8 | growth=7.15 | avgFirePeace=2.75
583. 1994-06-24T13:10 | meditate=true | fire=3.5 | peace=-3 | stability=8 | growth=7.65 | avgFirePeace=0.25
584. 1994-06-28T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=7 | growth=6.30 | avgFirePeace=1.50
585. 1994-07-24T13:10 | meditate=true | fire=3.5 | peace=4.5 | stability=7 | growth=6.05 | avgFirePeace=4.00
586. 1994-07-26T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=6.60 | avgFirePeace=3.25
587. 1994-09-01T13:10 | meditate=true | fire=3.5 | peace=-0.5 | stability=8 | growth=8.25 | avgFirePeace=1.50
588. 1994-09-06T13:10 | meditate=false | fire=3.5 | peace=5 | stability=8 | growth=5.85 | avgFirePeace=4.25
589. 1994-09-19T13:10 | meditate=true | fire=3.5 | peace=3 | stability=7 | growth=7.15 | avgFirePeace=3.25
590. 1994-10-01T13:10 | meditate=false | fire=3.5 | peace=-0.5 | stability=8 | growth=7.15 | avgFirePeace=1.50
591. 1994-10-02T13:10 | meditate=false | fire=3.5 | peace=1 | stability=8 | growth=6.60 | avgFirePeace=2.25
592. 1994-11-28T13:10 | meditate=true | fire=3.5 | peace=1 | stability=7 | growth=7.15 | avgFirePeace=2.25
593. 1994-12-05T13:10 | meditate=true | fire=3.5 | peace=5 | stability=6 | growth=4.95 | avgFirePeace=4.25
594. 1994-12-08T13:10 | meditate=false | fire=3.5 | peace=3.5 | stability=8 | growth=5.40 | avgFirePeace=3.50
595. 1988-01-04T13:10 | meditate=true | fire=3 | peace=-1 | stability=6 | growth=9.00 | avgFirePeace=1.00
596. 1988-01-07T13:10 | meditate=false | fire=3 | peace=1 | stability=8 | growth=7.80 | avgFirePeace=2.00
597. 1988-01-11T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=9.60 | avgFirePeace=0.75
598. 1988-01-21T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=8 | growth=9.60 | avgFirePeace=0.75
599. 1988-02-05T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=7 | growth=8.50 | avgFirePeace=0.75
600. 1988-02-17T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=7.00 | avgFirePeace=1.00
601. 1988-02-20T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=8.80 | avgFirePeace=2.00
602. 1988-02-29T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
603. 1988-03-22T13:10 | meditate=true | fire=3 | peace=1 | stability=6 | growth=8.40 | avgFirePeace=2.00
604. 1988-03-23T13:10 | meditate=true | fire=3 | peace=1 | stability=7 | growth=7.80 | avgFirePeace=2.00
605. 1988-03-24T13:10 | meditate=true | fire=3 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.25
606. 1988-03-25T13:10 | meditate=true | fire=3 | peace=-0.5 | stability=7 | growth=8.40 | avgFirePeace=1.25
607. 1988-03-26T13:10 | meditate=true | fire=3 | peace=-1 | stability=7 | growth=9.00 | avgFirePeace=1.00
608. 1988-06-01T13:10 | meditate=false | fire=3 | peace=3 | stability=6 | growth=5.20 | avgFirePeace=3.00
609. 1988-06-03T13:10 | meditate=false | fire=3 | peace=4 | stability=8 | growth=4.40 | avgFirePeace=3.50
610. 1988-06-04T13:10 | meditate=false | fire=3 | peace=6 | stability=8 | growth=4.00 | avgFirePeace=4.50
611. 1988-06-05T13:10 | meditate=false | fire=3 | peace=4.5 | stability=6 | growth=4.00 | avgFirePeace=3.75
612. 1988-06-06T13:10 | meditate=false | fire=3 | peace=4.5 | stability=6 | growth=4.00 | avgFirePeace=3.75
613. 1988-06-09T13:10 | meditate=false | fire=3 | peace=4 | stability=8 | growth=5.00 | avgFirePeace=3.50
614. 1988-06-10T13:10 | meditate=false | fire=3 | peace=4.5 | stability=8 | growth=4.50 | avgFirePeace=3.75
615. 1988-06-11T13:10 | meditate=false | fire=3 | peace=4 | stability=8 | growth=5.00 | avgFirePeace=3.50
616. 1988-06-13T13:10 | meditate=false | fire=3 | peace=5.5 | stability=7 | growth=4.50 | avgFirePeace=4.25
617. 1988-07-02T13:10 | meditate=true | fire=3 | peace=4 | stability=6 | growth=4.40 | avgFirePeace=3.50
618. 1988-07-04T13:10 | meditate=true | fire=3 | peace=3.5 | stability=7 | growth=5.50 | avgFirePeace=3.25
619. 1988-07-14T13:10 | meditate=false | fire=3 | peace=6 | stability=8 | growth=5.40 | avgFirePeace=4.50
620. 1988-07-18T13:10 | meditate=false | fire=3 | peace=5.5 | stability=7 | growth=5.50 | avgFirePeace=4.25
621. 1988-07-23T13:10 | meditate=false | fire=3 | peace=5 | stability=8 | growth=5.40 | avgFirePeace=4.00
622. 1988-07-26T13:10 | meditate=false | fire=3 | peace=5.5 | stability=8 | growth=4.80 | avgFirePeace=4.25
623. 1988-07-29T13:10 | meditate=false | fire=3 | peace=5 | stability=7 | growth=5.60 | avgFirePeace=4.00
624. 1988-08-02T13:10 | meditate=false | fire=3 | peace=4 | stability=8 | growth=5.40 | avgFirePeace=3.50
625. 1988-08-07T13:10 | meditate=false | fire=3 | peace=5 | stability=6 | growth=4.40 | avgFirePeace=4.00
626. 1988-08-12T13:10 | meditate=false | fire=3 | peace=7 | stability=7 | growth=4.20 | avgFirePeace=5.00
627. 1988-08-20T13:10 | meditate=false | fire=3 | peace=9.5 | stability=8 | growth=2.50 | avgFirePeace=6.25
628. 1988-08-30T13:10 | meditate=false | fire=3 | peace=6 | stability=7 | growth=5.00 | avgFirePeace=4.50
629. 1988-09-01T13:10 | meditate=false | fire=3 | peace=5 | stability=7 | growth=5.00 | avgFirePeace=4.00
630. 1988-09-02T13:10 | meditate=false | fire=3 | peace=8 | stability=7 | growth=3.00 | avgFirePeace=5.50
631. 1988-09-28T13:10 | meditate=false | fire=3 | peace=2 | stability=8 | growth=5.20 | avgFirePeace=2.50
632. 1988-09-30T13:10 | meditate=true | fire=3 | peace=5.5 | stability=7 | growth=4.00 | avgFirePeace=4.25
633. 1988-11-25T13:10 | meditate=true | fire=3 | peace=7 | stability=8 | growth=4.20 | avgFirePeace=5.00
634. 1988-12-06T13:10 | meditate=false | fire=3 | peace=4 | stability=8 | growth=4.00 | avgFirePeace=3.50
635. 1988-12-09T13:10 | meditate=false | fire=3 | peace=1.5 | stability=8 | growth=5.50 | avgFirePeace=2.25
636. 1988-12-13T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=6.00 | avgFirePeace=2.75
637. 1988-12-22T13:10 | meditate=false | fire=3 | peace=4 | stability=7 | growth=4.40 | avgFirePeace=3.50
638. 1989-03-01T13:10 | meditate=true | fire=3 | peace=3.5 | stability=7 | growth=3.30 | avgFirePeace=3.25
639. 1989-03-03T13:10 | meditate=true | fire=3 | peace=9 | stability=7 | growth=1.80 | avgFirePeace=6.00
640. 1989-03-04T13:10 | meditate=true | fire=3 | peace=8.5 | stability=7 | growth=2.10 | avgFirePeace=5.75
641. 1989-03-05T13:10 | meditate=true | fire=3 | peace=8.5 | stability=7 | growth=2.10 | avgFirePeace=5.75
642. 1989-03-24T13:10 | meditate=false | fire=3 | peace=2.5 | stability=7 | growth=5.50 | avgFirePeace=2.75
643. 1989-03-31T13:10 | meditate=true | fire=3 | peace=3 | stability=8 | growth=5.00 | avgFirePeace=3.00
644. 1989-05-09T13:10 | meditate=false | fire=3 | peace=3 | stability=7 | growth=4.40 | avgFirePeace=3.00
645. 1989-06-10T13:10 | meditate=false | fire=3 | peace=10 | stability=8 | growth=2.00 | avgFirePeace=6.50
646. 1989-06-12T13:10 | meditate=true | fire=3 | peace=6 | stability=7 | growth=3.00 | avgFirePeace=4.50
647. 1989-06-13T13:10 | meditate=true | fire=3 | peace=9 | stability=7 | growth=3.00 | avgFirePeace=6.00
648. 1989-08-15T13:10 | meditate=false | fire=3 | peace=9.5 | stability=8 | growth=2.40 | avgFirePeace=6.25
649. 1989-08-19T13:10 | meditate=false | fire=3 | peace=6.5 | stability=8 | growth=3.20 | avgFirePeace=4.75
650. 1989-09-10T13:10 | meditate=false | fire=3 | peace=6 | stability=8 | growth=3.60 | avgFirePeace=4.50
651. 1989-09-16T13:10 | meditate=true | fire=3 | peace=6 | stability=7 | growth=4.20 | avgFirePeace=4.50
652. 1989-09-18T13:10 | meditate=true | fire=3 | peace=4 | stability=8 | growth=5.40 | avgFirePeace=3.50
653. 1989-09-27T13:10 | meditate=true | fire=3 | peace=4 | stability=8 | growth=4.40 | avgFirePeace=3.50
654. 1989-10-08T13:10 | meditate=false | fire=3 | peace=3 | stability=8 | growth=7.00 | avgFirePeace=3.00
655. 1989-10-21T13:10 | meditate=false | fire=3 | peace=3.5 | stability=7 | growth=4.80 | avgFirePeace=3.25
656. 1989-12-10T13:10 | meditate=false | fire=3 | peace=4 | stability=8 | growth=6.00 | avgFirePeace=3.50
657. 1989-12-24T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=5.60 | avgFirePeace=1.75
658. 1989-12-27T13:10 | meditate=true | fire=3 | peace=0.5 | stability=7 | growth=7.20 | avgFirePeace=1.75
659. 1989-12-31T13:10 | meditate=true | fire=3 | peace=1 | stability=6 | growth=7.00 | avgFirePeace=2.00
660. 1990-01-24T13:10 | meditate=false | fire=3 | peace=0 | stability=8 | growth=7.80 | avgFirePeace=1.50
661. 1990-01-27T13:10 | meditate=false | fire=3 | peace=0.5 | stability=8 | growth=6.50 | avgFirePeace=1.75
662. 1990-01-28T13:10 | meditate=false | fire=3 | peace=1.5 | stability=8 | growth=6.50 | avgFirePeace=2.25
663. 1990-02-01T13:10 | meditate=false | fire=3 | peace=-0.5 | stability=7 | growth=6.40 | avgFirePeace=1.25
664. 1990-02-03T13:10 | meditate=false | fire=3 | peace=-1.5 | stability=8 | growth=5.10 | avgFirePeace=0.75
665. 1990-02-06T13:10 | meditate=false | fire=3 | peace=-2 | stability=8 | growth=6.80 | avgFirePeace=0.50
666. 1990-02-07T13:10 | meditate=false | fire=3 | peace=-2 | stability=8 | growth=6.80 | avgFirePeace=0.50
667. 1990-02-09T13:10 | meditate=false | fire=3 | peace=-0.5 | stability=8 | growth=6.40 | avgFirePeace=1.25
668. 1990-02-26T13:10 | meditate=true | fire=3 | peace=0 | stability=7 | growth=6.00 | avgFirePeace=1.50
669. 1990-03-07T13:10 | meditate=true | fire=3 | peace=2.5 | stability=7 | growth=4.50 | avgFirePeace=2.75
670. 1990-03-18T13:10 | meditate=true | fire=3 | peace=-1.5 | stability=6 | growth=8.40 | avgFirePeace=0.75
671. 1990-04-01T13:10 | meditate=true | fire=3 | peace=-2.5 | stability=6 | growth=5.10 | avgFirePeace=0.25
672. 1990-04-02T13:10 | meditate=true | fire=3 | peace=-3 | stability=6 | growth=5.40 | avgFirePeace=0.00
673. 1990-04-25T13:10 | meditate=false | fire=3 | peace=-0.5 | stability=8 | growth=8.40 | avgFirePeace=1.25
674. 1990-04-27T13:10 | meditate=true | fire=3 | peace=-1 | stability=6 | growth=6.80 | avgFirePeace=1.00
675. 1990-04-29T13:10 | meditate=false | fire=3 | peace=1.5 | stability=7 | growth=6.50 | avgFirePeace=2.25
676. 1990-05-02T13:10 | meditate=false | fire=3 | peace=1.5 | stability=7 | growth=6.50 | avgFirePeace=2.25
677. 1990-05-14T13:10 | meditate=false | fire=3 | peace=1.5 | stability=8 | growth=7.20 | avgFirePeace=2.25
678. 1990-05-23T13:10 | meditate=false | fire=3 | peace=1.5 | stability=7 | growth=7.20 | avgFirePeace=2.25
